F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Class
0.402579,0.143689,0.034983,0.025949,0.021531,0.019853,0.037919,0.309222,0.204116,4.002917,2.953197,5.808348,6.444866,6.846504,6.472072,3.932443,3.10673,3.773152,2.512682,0.000217,7.487419,7.361718,1.193289,0.537797,0.199883,0.081946,0.084238,0.280039,0.145561,2.929009,9.606603,42.052433,66.518021,139.087402,14.251679,2.909985,2.592347,2.795095,0.024331,-1.004972,0.785876,-0.636314,1.364096,-0.056963,0.035996,-0.000345,0.073771,0
2.012159,0.11947,0.100189,0.236497,0.378643,0.728298,0.923328,1.213635,0.984776,4.088888,1.986887,1.648971,2.979236,3.459336,4.143512,4.477003,4.625026,4.643307,8.69007,-0.000237,9.850501,5.896505,4.814843,3.090725,3.41208,3.456376,1.793102,1.478923,0.565399,3.26952,3.60456,2.569295,2.73194,3.09097,3.626282,3.649111,3.320326,3.358645,-0.016089,-0.192623,-0.364847,-0.010875,-0.032698,-0.007766,0.010784,0.011325,0.001833,1
0.611759,0.003335,0.003109,0.021554,0.082007,0.163287,0.170656,0.197659,0.521732,4.019856,0.874525,2.376725,2.805328,2.883546,2.696618,3.766421,4.557865,3.511954,2.607538,5.00E-06,1.212895,0.043607,0.047587,0.302284,0.681041,0.836382,0.324398,0.209227,0.251054,2.957297,943.129944,263.848358,2.564578,2.434973,2.205591,2.788144,3.437786,2.914727,0.050525,25.197308,-4.344039,-0.002757,0.028701,0.003558,0.001929,0.002222,-0.001217,1
0.31699,0.004229,0.00364,0.005322,0.014414,0.08926,0.16065,0.181206,0.18333,4.091571,2.03607,2.180793,3.461344,3.553318,3.285714,5.271665,4.969627,3.461063,1.674059,1.20E-05,0.628154,0.195441,0.154714,0.065116,0.12729,0.38906,0.306834,0.230604,0.115099,3.13194,50.025818,28.373167,5.461034,3.121851,2.816973,4.153734,3.97914,2.823375,0.045621,2.728153,-0.841794,-0.090984,0.016118,-0.000217,-0.001067,0.034625,-0.003268,0
0.272524,0.013683,0.011079,0.006966,0.015926,0.010807,0.00611,0.106303,0.249405,2.835891,2.036409,2.136254,2.686693,3.28264,4.202897,4.29134,3.304093,3.114702,0.825486,2.90E-05,0.919553,0.682395,0.567302,0.097429,0.147646,0.051052,0.014274,0.091238,0.11898,2.866339,2.19675,2.272541,2.452751,3.205969,3.252143,3.303859,2.637804,2.676337,-0.23837,0.015748,-0.031939,-0.00095,0.004306,-0.009795,-0.002665,0.000115,-0.003267,1
0.667654,0.003102,0.002907,0.008462,0.035725,0.446744,0.235222,0.239342,0.363616,3.575017,1.872258,4.62612,3.581941,3.3125,2.89393,3.901678,3.968713,3.538102,2.550768,-2.60E-05,2.011582,0.132209,0.080365,0.10511,0.232888,1.884257,0.550154,0.238777,0.218612,2.882873,372.009644,114.518875,6.015933,3.278839,2.476702,3.101754,3.044837,2.832076,-0.037425,12.569268,-2.441471,-0.105992,-0.025145,-0.000439,0.004246,-0.003093,0.007903,0
1.796705,0.055761,0.043417,0.038686,0.393865,0.654786,1.037458,1.065688,0.657811,4.28194,0.360584,0.985799,2.861134,3.922928,4.102848,4.698182,5.041585,4.604572,9.583724,-6.40E-05,4.907435,0.223728,0.202609,0.292699,2.327769,3.494905,2.023502,1.422281,0.407184,3.28002,1039.694092,472.980408,496.073486,3.739784,3.625915,3.831211,4.270927,3.438677,0.034117,27.05476,-6.692517,-6.119556,-0.007636,-0.016625,-0.001934,-0.009485,0.000878,1
0.227268,0.005582,0.00709,0.037088,0.13311,0.074072,0.096094,0.059305,0.11949,5.785753,3.667261,3.780272,3.929569,3.952527,5.140458,6.621298,5.887858,8.028586,1.581042,4.20E-05,1.377447,0.133027,0.203698,0.459139,1.189046,0.396199,0.214024,0.075175,0.064447,4.895348,593.487244,55.142838,4.239273,4.789691,7.804971,7.39736,4.540119,7.284014,-0.081723,17.998846,-1.217564,-0.003738,0.007104,0.041447,0.002582,0.009866,-0.005067,1
0.216304,0.011794,0.009937,0.018017,0.018859,0.012784,0.029727,0.112809,0.179153,3.035217,2.050291,2.590176,3.201126,3.304583,4.878794,4.690988,3.859569,3.090902,0.730872,8.00E-06,0.860641,0.597867,0.485312,0.285912,0.184576,0.058314,0.070123,0.090941,0.119623,2.429186,2.237232,2.372977,2.751119,2.758651,4.039886,3.831149,2.95734,2.444002,-0.032659,0.004936,0.276566,-0.007088,0.052776,-0.005033,-0.004097,0.000884,-0.004107,0
0.164396,0.00462,0.004951,0.01788,0.019634,0.041224,0.100887,0.075216,0.093484,3.935385,2.1107,2.130954,2.855976,3.360092,3.950494,4.243794,4.503309,3.819266,0.701494,1.80E-05,0.556113,0.234013,0.205577,0.288827,0.189064,0.171212,0.230307,0.089107,0.049086,3.014743,2.490305,2.73384,2.258567,3.092136,3.304444,3.276019,3.306941,2.748158,-0.013456,0.036744,-0.415279,0.005013,-0.041942,0.005797,0.001096,-0.015598,0.020617,0
1.897447,0.032348,0.026062,0.084953,0.373033,0.474148,1.007414,1.190003,0.893508,7.465691,0.644373,1.200544,3.956559,3.916487,5.198655,7.013098,6.010511,5.44444,16.39753,-8.60E-05,4.622599,0.381709,0.287459,0.896121,3.072052,2.165946,1.826563,1.615399,0.505616,4.612836,981.050049,420.836639,6.754262,3.422673,4.391057,6.018472,4.82536,4.125077,0.16528,-25.881151,6.112067,0.133844,0.011019,-0.026718,-0.008125,-0.016158,0.004887,1
0.243596,0.003138,0.006458,0.006068,0.019556,0.009927,0.009884,0.037948,0.239235,4.280486,2.155763,2.349432,2.887821,2.349569,3.530484,3.966178,4.130534,4.09378,1.196316,5.00E-06,0.397245,0.150307,0.275684,0.069092,0.197226,0.04056,0.023906,0.033639,0.110129,2.876716,7.411713,2.122256,2.769991,2.051299,2.93374,3.147124,3.143381,2.826413,0.008487,0.473818,0.051333,-0.000479,-0.007453,-0.013217,-0.049764,0.00228,0.000366,0
0.211592,0.018931,0.018529,0.01804,0.011825,0.011125,0.013441,0.077144,0.193257,3.164556,2.22037,2.746194,3.12932,3.793169,3.689528,3.261238,4.257248,3.015124,0.685419,-3.40E-05,1.308583,0.959288,0.816924,0.294597,0.135887,0.05209,0.022494,0.069863,0.092174,2.404286,2.267139,2.686281,3.168212,3.517555,2.986337,2.416911,3.567864,2.190009,0.212176,-0.000667,-0.076094,-0.049778,0.011788,0.000876,-0.002728,0.008782,0.002777,0
0.401651,0.006886,0.014878,0.012025,0.039506,0.038975,0.026666,0.19224,0.34665,4.543889,1.955282,1.952869,2.583626,2.570781,4.761847,5.529787,5.206318,4.604145,1.898972,1.00E-05,0.877494,0.301006,0.639992,0.171681,0.361703,0.172879,0.05827,0.161952,0.220195,3.228038,2.780111,1.965456,2.132103,2.249012,4.211998,4.689621,3.766469,3.386958,0.06248,0.115063,-0.03495,-0.014444,-0.00187,-0.003845,0.031786,-0.001146,0.000573,0
0.169804,0.003506,0.003155,0.004595,0.004821,0.003905,0.011224,0.131543,0.106415,3.571057,2.589539,3.405262,3.191138,3.396294,3.909908,3.505829,3.406453,3.833185,0.68304,1.00E-06,0.294123,0.186493,0.139758,0.074835,0.045309,0.018632,0.015857,0.141511,0.061967,2.715302,10.820868,5.016953,2.53202,2.937877,3.999744,2.825951,2.55075,2.990402,0.005769,0.688244,-0.105495,-0.013003,0.008861,-0.014781,-0.017461,0.001149,0.019289,0
0.260717,0.003399,0.005485,0.008825,0.014211,0.011536,0.006434,0.069962,0.250166,3.264664,2.364534,2.377472,2.583084,3.508401,3.460607,4.287624,2.899597,3.481641,0.860353,4.00E-06,0.374613,0.17104,0.243078,0.110777,0.13453,0.065066,0.013688,0.056202,0.118303,3.1094,2.775433,2.294397,2.462052,2.947004,2.972018,3.378257,2.547381,3.277783,0.017555,-0.042615,0.028301,0.000965,0.208821,0.009288,0.003591,0.000106,0.004947,0
0.527665,0.005997,0.003652,0.002192,0.008803,0.015157,0.025941,0.063186,0.52289,2.7367,2.678627,2.617058,3.457652,3.819246,4.605245,4.789521,4.972131,2.646118,1.498847,6.00E-06,0.535845,0.449366,0.155896,0.028847,0.073311,0.06398,0.054163,0.062644,0.208575,2.189429,17.627995,28.067303,135.55571,3.138626,3.94055,3.503449,3.899933,2.159718,-0.001728,1.069837,-0.753489,-2.162297,-0.010179,-0.011254,-0.021709,0.002285,-0.000536,1
0.316135,0.003735,0.00325,0.003708,0.010696,0.003619,0.006675,0.118492,0.292729,3.12839,2.597384,2.935054,3.707581,3.187028,4.625863,4.782213,3.41014,3.230202,1.067971,-1.50E-05,0.31847,0.188097,0.15445,0.044829,0.101237,0.020399,0.012438,0.109598,0.131521,2.695136,2.708186,3.236663,3.673684,2.754043,12.782697,3.635516,2.711274,2.604192,0.052875,-0.001412,0.057372,0.037429,-0.021288,0.141489,0.005361,-4.20E-05,0.013413,1
1.470954,0.009406,0.00822,0.022552,0.602526,0.89701,0.877442,0.284738,0.379971,3.796604,3.337608,3.704489,3.338698,2.49353,3.377677,3.954959,4.410634,4.62378,6.159139,0.000119,6.432431,0.333354,0.198515,0.304224,3.53282,4.834319,2.266321,0.314785,0.219359,2.822092,542.012939,200.039719,4.788356,2.35678,2.841021,3.16866,3.40295,3.342981,0.076371,16.860121,-3.843032,-0.14315,0.000241,-0.032687,-0.015869,0.007574,0.01138,1
0.106448,0.08356,0.040043,0.027489,0.016642,0.030574,0.020321,0.015162,0.011356,3.615022,2.778943,3.607258,3.981152,5.346958,4.245763,5.168621,6.618582,7.362873,0.654763,-0.000654,4.34435,4.114704,1.19814,0.681747,0.152887,0.141657,0.047845,0.018466,0.006467,4.190057,4.696901,3.245805,4.128191,8.100068,2.846911,3.887444,5.619233,6.280695,-0.020589,-0.0728,-0.008447,0.025035,-0.15223,0.004352,-0.003173,-0.003608,-0.007251,0
0.120089,0.019277,0.015581,0.015287,0.02039,0.014825,0.021323,0.055604,0.096905,3.325455,2.075571,2.142078,2.867941,3.109109,3.557691,4.912785,4.383512,3.501349,0.441551,-1.50E-05,1.292976,0.965236,0.79194,0.243413,0.189495,0.075445,0.043971,0.051938,0.05027,2.761536,2.210881,2.260621,2.272087,2.579798,2.897632,3.600101,3.070083,2.684223,-0.158428,-0.00076,-0.047465,0.005769,0.012148,0.011477,0.004044,0.001101,0.017883,0
0.375224,0.003708,0.005692,0.018689,0.043783,0.030674,0.01495,0.014729,0.370291,2.898856,1.61123,2.758652,3.50223,3.458016,3.97524,4.295657,4.191511,2.889478,1.108611,-8.00E-06,0.566818,0.104078,0.214171,0.235834,0.402707,0.145779,0.037546,0.014129,0.154413,2.431653,417.983856,19.817335,3.15548,2.951793,3.100113,3.14461,3.578882,2.403125,-0.000951,-13.758576,0.557298,0.012793,0.007504,-0.000822,0.000373,0.003885,2.20E-05,0
0.175025,0.006806,0.005702,0.050266,0.089377,0.051393,0.030453,0.028981,0.125013,4.073202,4.072301,2.553696,2.5184,2.542148,3.647639,4.708733,4.192051,4.913425,0.853545,1.30E-05,1.293849,0.329272,0.267697,0.791617,0.88898,0.254949,0.075109,0.027593,0.063203,2.950537,4.767761,3.158816,2.137502,1.975606,3.102271,3.728661,3.136471,3.364086,-0.038321,0.277026,-0.21402,0.001343,-0.017214,0.005151,-0.003305,-0.00123,-0.004428,0
0.135234,0.008012,0.006593,0.037679,0.052825,0.030957,0.010544,0.029315,0.109741,3.664961,2.50222,2.540287,2.497074,2.465563,3.575599,4.391596,3.491948,3.818583,0.509756,1.70E-05,0.977637,0.411933,0.320377,0.6106,0.531118,0.155111,0.026104,0.024607,0.055728,2.890442,3.094723,2.536365,2.02548,1.945982,2.922121,3.604679,2.839984,2.911653,-0.028896,0.122293,-0.091911,-0.002496,0.003763,-0.009484,-0.003669,0.003221,-0.001916,0
0.507674,0.003498,0.002849,0.001805,0.012918,0.021064,0.061092,0.243543,0.440518,3.833493,2.322419,2.499191,3.170717,2.510462,3.573116,3.924201,4.17631,3.775847,2.135051,-6.00E-06,0.44206,0.174631,0.135622,0.023361,0.118025,0.080915,0.120809,0.214005,0.255077,2.967955,7.56067,3.76873,11.624796,2.128649,2.876489,3.028159,3.168978,3.022141,0.072286,-0.628386,0.061176,0.283221,-0.000371,0.000701,0.000475,-0.00163,0.00621,0
0.105121,0.040681,0.051036,0.039281,0.023415,0.03643,0.02965,0.030352,0.039543,6.037214,4.106958,2.998939,3.71842,8.159107,5.18691,7.477368,6.137391,5.036671,0.681184,0.000395,3.008433,2.455559,1.451306,0.918863,0.194001,0.174365,0.069988,0.030559,0.021617,4.725095,22.434052,3.173231,3.868056,13.332109,3.579857,4.215076,4.317524,3.720603,0.257034,0.823786,0.006759,0.059938,0.224583,-0.010909,0.004194,-0.004396,0.04111,0
0.12363,0.003664,0.010175,0.007641,0.012298,0.006288,0.007116,0.060447,0.105894,2.907644,2.234705,2.673497,2.814094,2.73924,4.015475,4.08058,3.60661,3.160037,0.372456,1.20E-05,0.450365,0.185053,0.35095,0.159234,0.112248,0.030674,0.015203,0.055822,0.053341,2.624186,2.153342,2.527601,2.579422,2.247231,3.389929,3.400654,2.917438,2.691,-0.112882,-0.003283,0.005423,-0.010241,-0.006117,-0.00142,-0.019239,0.000148,0.002582,0
0.438272,0.007389,0.01558,0.012705,0.03498,0.03545,0.029307,0.209488,0.379995,3.486876,2.009835,2.069156,2.459455,2.568579,4.175372,4.666328,4.376101,3.73556,1.585433,-3.70E-05,0.905434,0.320517,0.67724,0.184471,0.321855,0.157338,0.058651,0.177946,0.245751,2.85058,3.938583,1.969664,2.065273,2.142011,4.164639,4.395817,3.380779,3.000564,-0.010804,-0.284432,0.021197,-0.00484,-0.002228,-0.001266,-0.008558,0.003143,0.001229,0
0.214339,0.026854,0.050336,0.02571,0.117588,0.086231,0.0302,0.108311,0.090058,4.069864,2.04304,1.922924,2.644975,2.671497,3.248905,4.111204,4.297579,3.492575,1.026496,-0.000102,2.793088,1.189602,2.235479,0.359306,1.029317,0.42257,0.067277,0.109635,0.049062,2.937779,2.195709,2.013453,2.57899,1.961113,2.626414,3.228167,2.868007,2.685688,0.156897,-0.04557,0.002434,0.003341,0.012392,0.077281,0.088923,-0.000228,-0.008016,0
0.193356,0.059753,0.046861,0.019943,0.012957,0.013347,0.013556,0.064393,0.162921,3.313668,2.076341,2.166908,3.428509,3.460796,3.714915,3.338966,4.275174,2.864082,0.674839,-2.10E-05,3.870891,3.015681,2.393665,0.296308,0.140087,0.066583,0.024473,0.061218,0.074641,2.602598,2.209598,2.224508,2.890864,3.279447,3.141355,2.573187,3.288091,2.243074,0.005375,0.00049,0.044236,0.000862,-0.047909,-0.002454,0.000276,0.011694,-0.015382,1
0.348525,0.190771,0.105632,0.100972,0.099365,0.065543,0.049374,0.036431,0.213988,6.08162,3.200169,4.885537,6.929785,7.845143,9.24137,11.873222,13.547745,3.768406,2.796159,0.000531,11.096673,10.108677,3.991093,1.984056,0.955133,0.318575,0.114817,0.043586,0.091419,9.81992,11.016492,12.345131,20.01004,36.16888,47.293362,77.084648,84.71003,2.864332,0.007319,-0.717279,0.114204,0.026823,-0.391734,0.032518,0.130211,0.382654,-0.000632,1
0.902295,0.01445,0.012498,0.023717,0.016688,0.130306,0.101398,0.381543,0.800079,4.703145,2.24276,2.756335,2.378478,5.739371,5.333198,5.007164,3.487304,5.149301,4.913991,-2.10E-05,1.299624,0.720418,0.582316,0.399765,0.133133,0.520421,0.242934,0.339451,0.454805,3.877885,3.951779,2.809817,1.955692,6.389523,5.247722,4.349345,2.766981,4.638718,0.014864,-0.235304,0.378139,-0.003029,-0.028629,-0.008454,-0.017253,-0.000148,0.007086,0
0.462209,0.005071,0.009816,0.007507,0.029315,0.013756,0.027851,0.152156,0.434147,3.965475,1.958729,2.071297,2.424772,2.360189,3.092896,3.628002,4.2997,3.943589,1.875619,-1.20E-05,0.621095,0.22611,0.428706,0.109909,0.25979,0.068206,0.053786,0.142461,0.206884,3.033838,2.471814,2.000817,2.01204,2.026421,2.710169,2.777481,3.244405,2.995339,0.0352,-0.104833,0.020553,0.002698,-0.004863,-0.018575,0.00405,0.003582,0.010069,0
0.13842,0.004213,0.003389,0.004999,0.005356,0.014278,0.040539,0.063174,0.115059,3.152572,2.806402,3.212384,3.097048,4.071469,4.438933,4.671388,3.447133,3.154786,0.469444,-6.00E-06,0.324356,0.226686,0.157711,0.081379,0.044874,0.063143,0.090242,0.052071,0.073124,2.50445,3.265871,3.19537,2.966209,3.334427,3.431038,3.740282,2.718485,2.390587,-0.050191,-0.053293,0.251951,-0.007761,0.008816,0.011995,0.004486,-7.20E-05,-0.003996,0
0.168342,0.003048,0.002869,0.00564,0.005952,0.006525,0.006756,0.075494,0.149909,3.26068,2.240358,3.579474,2.82133,4.428899,5.52318,4.264794,3.094002,3.132855,0.5662,-1.00E-06,0.238212,0.152051,0.106046,0.091979,0.050341,0.032293,0.012358,0.074238,0.068095,2.613673,76.143211,22.504234,3.322845,4.207311,6.530628,3.548094,2.552252,2.512745,0.03755,-3.735623,0.738345,0.059403,0.015397,0.048424,0.030344,0.000186,-0.014234,0
0.413435,0.004427,0.007258,0.00762,0.029274,0.056067,0.023962,0.020326,0.407207,3.115118,1.945762,2.294209,3.288081,2.926465,3.0519,3.652636,5.092636,3.064067,1.325668,-2.00E-06,0.53916,0.167361,0.31481,0.089668,0.269546,0.220792,0.071573,0.020085,0.168992,2.629051,73.151566,2.46591,3.635732,2.439888,2.57821,2.993427,3.346569,2.60381,-0.00145,3.533617,-0.011719,-0.033409,0.003719,0.001091,-0.032684,-0.005019,-0.00016,1
0.958616,0.035263,0.074657,0.017494,0.086883,0.126457,0.418962,0.456807,0.710004,3.775,2.975923,1.893316,2.745789,3.031715,3.07555,3.72191,5.037321,4.263601,3.758296,8.90E-05,3.881635,1.515659,3.250639,0.233346,0.755687,0.455999,0.976791,0.49062,0.381183,3.796723,2.465307,1.952668,2.625382,2.463641,2.443002,3.039702,4.023698,3.429414,-0.209981,0.099627,-0.007161,-0.022255,-0.001998,0.009879,-0.000985,-0.017661,0.006383,1
0.539135,0.004434,0.005456,0.004948,0.013716,0.013349,0.014869,0.504235,0.189157,2.817956,1.652286,2.131642,2.848456,2.836553,3.824998,4.765215,2.642393,3.17768,1.528575,-1.00E-06,0.579928,0.133417,0.192995,0.06526,0.125517,0.060993,0.026687,0.485615,0.144867,2.308511,517.689819,44.236084,39.302109,2.837222,3.506847,3.906793,2.436402,2.73709,0.04879,-16.112789,1.150693,0.829259,0.014924,0.024078,0.017549,-3.50E-05,0.058271,0
0.261736,0.010769,0.00881,0.016773,0.010144,0.018714,0.010526,0.125672,0.22733,3.57084,2.196998,2.654785,2.287834,3.340456,4.284533,4.81818,4.033436,3.581945,0.972503,1.10E-05,0.773438,0.53978,0.432372,0.271397,0.110816,0.078179,0.025032,0.109355,0.121845,2.858871,3.583985,2.389916,1.822354,2.815322,3.355769,3.139953,3.334247,2.970762,0.027418,-0.168056,0.276225,0.006067,0.029248,0.001378,0.006562,0.000209,-0.016656,0
0.771857,0.004195,0.004863,0.006413,0.028668,0.08817,0.25023,0.309385,0.654798,3.800853,1.260989,2.628052,3.348873,3.819811,3.519328,3.765594,4.258208,3.718082,3.05441,2.00E-05,0.885792,0.104516,0.170422,0.078103,0.214199,0.408832,0.548101,0.360089,0.308495,3.054958,647.420227,53.445038,10.656052,3.234035,2.948527,2.684452,3.170986,2.984351,-0.027679,18.910826,-1.3487,-0.301561,0.013637,0.005378,0.008691,-0.009163,0.001982,0
0.208196,0.004272,0.009381,0.004449,0.010689,0.012915,0.011564,0.035894,0.203755,4.408396,1.993934,2.329266,3.327024,3.006114,3.605889,4.057842,4.350256,4.189917,0.99151,3.00E-06,0.476819,0.190363,0.40217,0.077379,0.096896,0.056269,0.025451,0.033514,0.093305,2.851031,1.95876,2.026782,2.741558,2.540961,2.995798,3.169735,3.186542,2.78373,0.008646,0.005506,0.11618,0.019306,-0.012529,-0.004976,0.007024,0.001583,-0.001789,0
1.936675,0.006714,0.009561,0.02591,0.244163,0.497989,0.779725,1.474726,0.812054,3.94956,9.788669,3.880099,3.584865,4.14655,3.807405,4.638598,4.227919,4.671179,8.311285,0.000104,3.754995,0.254029,0.334323,0.311958,1.94676,2.103622,1.581797,1.690427,0.501141,3.121893,249.890152,8.575857,3.374966,3.969676,3.093904,3.676307,3.204158,3.363943,-0.035855,11.802996,-0.418049,-0.031967,0.014339,0.00317,0.015499,-0.004378,-0.005108,1
0.168494,0.003058,0.002814,0.004743,0.004903,0.005495,0.006102,0.096842,0.137412,3.484134,2.575268,3.608535,3.057323,3.832525,5.165405,3.842734,2.791433,3.439181,0.626237,-3.00E-06,0.254252,0.172824,0.113832,0.078784,0.043748,0.026559,0.010882,0.091253,0.066951,2.773614,11.530214,4.412162,2.606761,3.453592,5.156294,3.0488,2.413986,2.741674,0.153428,0.578351,-0.071577,0.002893,-0.031538,0.008914,-0.004729,-2.90E-05,-0.023867,0
0.113911,0.00465,0.005046,0.007145,0.017527,0.036195,0.012521,0.094473,0.046672,3.526029,2.269985,3.22362,3.167442,3.447437,3.64612,3.877136,3.61717,3.976181,0.417507,1.70E-05,0.405621,0.231572,0.207147,0.111376,0.145031,0.156316,0.033154,0.087088,0.036312,2.805332,2.251345,2.769854,2.825448,3.085937,3.133071,3.044503,2.97429,3.09493,-0.012392,0.082218,0.143686,0.004231,-0.003981,-0.003951,0.001881,-0.000109,0.097116,0
1.911991,0.008988,0.00735,0.019613,0.341141,0.78011,1.09297,1.164213,0.616624,4.044414,1.573127,4.945252,4.975256,3.345136,3.001846,4.763047,4.658216,4.269477,9.757766,-0.000134,5.231178,0.310867,0.203344,0.289421,1.969957,4.074927,1.963372,1.628216,0.385289,3.008014,488.254028,165.733154,6.426527,2.869129,2.476742,3.95371,3.85234,3.288714,-0.036141,-15.875353,2.807451,0.143985,-0.00011,-0.063238,0.006399,0.00615,-0.008876,1
0.14321,0.008969,0.01057,0.011312,0.015298,0.023922,0.018611,0.099493,0.095604,3.987729,2.563631,2.593827,2.647439,3.136375,3.739379,4.197827,4.162561,3.396691,0.60015,-8.00E-06,0.715105,0.464785,0.473645,0.142325,0.155741,0.111272,0.045826,0.093255,0.054755,3.051261,2.851339,2.65098,2.570874,2.74876,2.773317,3.334466,3.599606,2.828729,0.082837,-0.018787,-0.006804,-0.002061,-0.038543,-0.000335,0.016736,-0.000216,-0.061394,0
0.205467,0.013968,0.015549,0.018606,0.013855,0.012276,0.015144,0.076822,0.186984,3.292902,2.388653,3.128037,3.384302,3.697252,3.820332,3.600782,4.114054,2.9239,0.698503,-7.00E-06,1.014303,0.69664,0.641725,0.306067,0.146493,0.0542,0.028977,0.070126,0.088667,2.406934,2.752679,2.880038,3.416957,3.450021,3.007181,2.664364,3.532747,2.174053,0.188673,-0.071037,-0.021258,-0.063454,-0.014737,-0.003347,0.001044,0.00983,-0.007117,0
0.146752,0.003213,0.002421,0.001999,0.006325,0.002899,0.005632,0.119033,0.085261,3.684041,2.255609,2.791815,3.508757,3.327577,4.55351,5.059145,3.529427,3.850463,0.575747,3.00E-06,0.249587,0.178927,0.101993,0.028465,0.050189,0.01687,0.010036,0.115331,0.053287,2.710551,14.201471,18.525372,17.768953,2.762055,5.392913,4.204962,2.708559,2.869012,-0.03655,-0.972896,0.668428,0.409246,0.014551,0.113178,0.024391,4.50E-05,0.018096,0
1.210599,0.00751,0.005558,0.005747,0.029732,0.25234,0.374166,0.608508,0.943746,3.872581,3.819677,2.588932,3.406184,3.677963,3.150818,4.091425,4.44031,4.173952,5.576782,2.00E-06,1.628359,0.200854,0.162144,0.061135,0.194369,1.089402,0.745556,0.630506,0.634802,3.021666,480.144379,180.627853,95.083275,4.91629,2.594007,3.172106,3.328475,3.360137,0.011848,15.231286,-3.519614,-1.684669,-0.079089,-0.005507,-0.001432,0.011759,0.004339,0
1.013268,0.004148,0.003997,0.003909,0.01269,0.013846,0.027446,0.984435,0.237586,2.021766,1.157947,3.675258,5.095963,3.958466,4.589593,4.656174,2.063446,2.92325,2.105862,-1.60E-05,1.032524,0.089628,0.101879,0.043936,0.117438,0.055225,0.045942,0.995545,0.190091,1.678787,737.030701,135.268753,98.371979,4.247274,5.889109,3.697038,1.733947,2.625447,-0.007325,20.458076,-2.596788,-1.573805,-0.095103,0.05919,-0.00512,0.000284,-0.116794,1
0.522878,0.006296,0.005906,0.011998,0.109244,0.113009,0.095909,0.371437,0.318302,3.307659,2.355751,3.489966,2.660296,1.871775,2.285411,4.639861,3.928454,3.680317,1.995588,-3.00E-05,1.299235,0.325267,0.263815,0.140362,1.021953,0.486548,0.179881,0.371393,0.202669,3.032981,3.362385,2.979213,2.16666,1.579465,1.709162,4.000009,3.324803,3.165397,-0.088644,-0.120598,0.420052,0.009724,-0.00176,-0.000432,0.005812,-0.006462,-0.022639,0
0.204132,0.006243,0.011484,0.018409,0.039091,0.033678,0.013556,0.136227,0.140582,3.523776,2.379818,2.216283,2.390492,3.798408,3.689931,4.020651,2.99549,3.299673,0.752144,-1.60E-05,0.758922,0.281675,0.49522,0.255749,0.366949,0.166585,0.032315,0.122175,0.083172,2.79002,11.517529,2.054262,2.257317,2.943041,3.154265,3.312725,2.562427,2.958205,0.280474,-0.789114,0.010978,-0.005541,-0.000163,0.002875,-0.020336,-0.000131,-0.061257,0
0.460268,0.00324,0.002719,0.002932,0.022535,0.044262,0.116077,0.218916,0.384669,3.686555,1.155966,1.923096,3.242184,2.482483,3.631251,3.685366,4.006262,4.006917,1.866452,-2.50E-05,0.489196,0.109909,0.050961,0.033489,0.204244,0.181256,0.242063,0.196883,0.226944,2.98834,747.967407,240.343918,137.632172,2.48894,2.897066,2.967943,3.147391,3.05723,0.008248,-21.37538,4.195867,2.216463,-0.016784,0.002043,0.001191,-0.001149,-0.006184,0
0.126735,0.004088,0.003784,0.013325,0.011734,0.013365,0.023999,0.062554,0.105108,3.237748,2.647575,3.075802,2.464318,4.075115,4.116699,4.706433,3.692649,3.445509,0.413697,-4.00E-06,0.390306,0.227282,0.170457,0.21872,0.105424,0.062358,0.050913,0.057901,0.053065,2.589485,2.836581,2.958727,2.048712,3.747891,3.460817,3.329507,2.993862,2.439135,-0.148174,-0.000788,0.162786,-0.002809,0.000151,0.030819,0.002815,0.000628,0.017541,0
0.257362,0.006463,0.0116,0.007145,0.011934,0.01153,0.01404,0.07774,0.243911,7.850048,2.138077,2.213584,2.838725,3.342511,3.727103,5.815759,6.655397,6.850524,2.21089,-1.60E-05,0.624939,0.286304,0.50689,0.126358,0.102292,0.061767,0.026842,0.064677,0.126792,7.142814,2.4478,2.161286,2.633291,2.862964,2.901976,5.219757,5.210923,6.270674,0.145073,0.026652,0.064447,-0.03657,-0.052858,-0.005995,-0.001119,0.020043,-0.001216,1
0.102338,0.004324,0.004823,0.006099,0.011574,0.030997,0.011752,0.085014,0.043985,3.684184,2.27912,2.987737,3.220327,3.544515,3.502016,4.006591,3.787531,3.908545,0.392494,0,0.359175,0.212925,0.194077,0.099269,0.099584,0.133483,0.029596,0.079229,0.033408,2.802518,3.282787,2.749774,2.998486,3.096844,2.883375,3.161401,2.972132,3.063624,0.004966,0.181634,0.078692,-0.002524,-0.016947,0.006547,-0.003313,-5.90E-05,0.073459,0
